,NCBI,massI,massS,massAvg,refmass,Maxspeed,refspeed,speedHirt,spdMissing,Stance,Diet,D3files,nofiles,Long,Rmax,Rmin,Rmed,La,LrL,LrLa,LrRmin,LrRmax,LrRmed,Morphotype,Sci_name,common_name,lineage,lineage_names,order,family
94190,94190,1.4,6.0,3.7,https://www.gbif.org/,,,35.83055890363392,35.83055890363392,Digitigrade,carnivore,['ID 000166845'],1,73.65,3.5183379162703114,1.8604611855661362,2.712034900343557,10.214968867086085,73.65,10.214968867086085,1.8604611855661362,3.5183379162703114,2.712034900343557,1,Genetta genetta,small-spotted genet,"[1, 131567, 2759, 33154, 33208, 6072, 33213, 33511, 7711, 89593, 7742, 7776, 117570, 117571, 8287, 1338369, 32523, 32524, 40674, 32525, 9347, 1437010, 314145, 33554, 379583, 9673, 219115, 94189, 94190]","['root', 'cellular organisms', 'Eukaryota', 'Opisthokonta', 'Metazoa', 'Eumetazoa', 'Bilateria', 'Deuterostomia', 'Chordata', 'Craniata', 'Vertebrata', 'Gnathostomata', 'Teleostomi', 'Euteleostomi', 'Sarcopterygii', 'Dipnotetrapodomorpha', 'Tetrapoda', 'Amniota', 'Mammalia', 'Theria', 'Eutheria', 'Boreoeutheria', 'Laurasiatheria', 'Carnivora', 'Feliformia', 'Viverridae', 'Viverrinae', 'Genetta', 'Genetta genetta']",Carnivora,Viverridae
9612,9612,18.0,80.0,49.0,Mammals Species,63.97,Christansen_2002_Locomotion in terrestrial mammals,61.80531802138274,63.97,Digitigrade,carnivore,"['ID 000106364', 'ID 000107516']",2,169.0,13.058486737282987,6.290881094984609,8.776604083819022,26.837400964725372,196.6,31.22565678679909,7.478274181004277,14.904585273743047,10.127351377188347,1,Canis lupus,gray wolf,"[1, 131567, 2759, 33154, 33208, 6072, 33213, 33511, 7711, 89593, 7742, 7776, 117570, 117571, 8287, 1338369, 32523, 32524, 40674, 32525, 9347, 1437010, 314145, 33554, 379584, 9608, 9611, 9612]","['root', 'cellular organisms', 'Eukaryota', 'Opisthokonta', 'Metazoa', 'Eumetazoa', 'Bilateria', 'Deuterostomia', 'Chordata', 'Craniata', 'Vertebrata', 'Gnathostomata', 'Teleostomi', 'Euteleostomi', 'Sarcopterygii', 'Dipnotetrapodomorpha', 'Tetrapoda', 'Amniota', 'Mammalia', 'Theria', 'Eutheria', 'Boreoeutheria', 'Laurasiatheria', 'Carnivora', 'Caniformia', 'Canidae', 'Canis', 'Canis lupus']",Carnivora,Canidae
9614,9614,12.3,12.3,12.3,Christansen_2002_Locomotion in terrestrial mammals,55.98,Christansen_2002_Locomotion in terrestrial mammals,48.596590973271645,55.98,Digitigrade,carnivore,"['ID 000031861', 'ID 000106752', 'ID 000382997', 'ID 000388359']",4,159.125,10.041943660152738,4.947818865964774,7.10968885319643,20.378997111788657,162.2,20.30831642034767,5.281721786663925,9.417052958869732,6.982984603859639,1,Canis latrans,coyote,"[1, 131567, 2759, 33154, 33208, 6072, 33213, 33511, 7711, 89593, 7742, 7776, 117570, 117571, 8287, 1338369, 32523, 32524, 40674, 32525, 9347, 1437010, 314145, 33554, 379584, 9608, 9611, 9614]","['root', 'cellular organisms', 'Eukaryota', 'Opisthokonta', 'Metazoa', 'Eumetazoa', 'Bilateria', 'Deuterostomia', 'Chordata', 'Craniata', 'Vertebrata', 'Gnathostomata', 'Teleostomi', 'Euteleostomi', 'Sarcopterygii', 'Dipnotetrapodomorpha', 'Tetrapoda', 'Amniota', 'Mammalia', 'Theria', 'Eutheria', 'Boreoeutheria', 'Laurasiatheria', 'Carnivora', 'Caniformia', 'Canidae', 'Canis', 'Canis latrans']",Carnivora,Canidae
9615,9615,1.0,70.0,35.5,ADW,54.95,Iriarte-diaz_2002_differential scaling of locomotor performance in small and large mammals,59.63735951497025,54.95,Digitigrade,carnivore,"['ID 000025741', 'ID 000025754', 'ID 000031840', 'ID 000388442']",4,173.77500000000003,12.606354912074513,6.0471828352060495,8.901507627910968,26.475186698926354,194.5,29.129471550787635,7.021785061694741,14.483223989813336,10.193911017831734,1,Canis lupus familiaris,dog,"[1, 131567, 2759, 33154, 33208, 6072, 33213, 33511, 7711, 89593, 7742, 7776, 117570, 117571, 8287, 1338369, 32523, 32524, 40674, 32525, 9347, 1437010, 314145, 33554, 379584, 9608, 9611, 9612, 9615]","['root', 'cellular organisms', 'Eukaryota', 'Opisthokonta', 'Metazoa', 'Eumetazoa', 'Bilateria', 'Deuterostomia', 'Chordata', 'Craniata', 'Vertebrata', 'Gnathostomata', 'Teleostomi', 'Euteleostomi', 'Sarcopterygii', 'Dipnotetrapodomorpha', 'Tetrapoda', 'Amniota', 'Mammalia', 'Theria', 'Eutheria', 'Boreoeutheria', 'Laurasiatheria', 'Carnivora', 'Caniformia', 'Canidae', 'Canis', 'Canis lupus', 'Canis lupus familiaris']",Carnivora,Canidae
9627,9627,5.5,5.5,5.5,Christansen_2002_Locomotion in terrestrial mammals,47.97,Christansen_2002_Locomotion in terrestrial mammals,39.707735806676475,47.97,Digitigrade,omnivore,"['ID 000031944', 'ID 000105316']",2,128.65,6.695036516742945,4.111713716841434,5.197464120827137,13.487686497008301,130.9,13.155934732520645,4.412024631829021,6.711799458783413,5.321432392946,1,Vulpes vulpes,red fox,"[1, 131567, 2759, 33154, 33208, 6072, 33213, 33511, 7711, 89593, 7742, 7776, 117570, 117571, 8287, 1338369, 32523, 32524, 40674, 32525, 9347, 1437010, 314145, 33554, 379584, 9608, 9625, 9627]","['root', 'cellular organisms', 'Eukaryota', 'Opisthokonta', 'Metazoa', 'Eumetazoa', 'Bilateria', 'Deuterostomia', 'Chordata', 'Craniata', 'Vertebrata', 'Gnathostomata', 'Teleostomi', 'Euteleostomi', 'Sarcopterygii', 'Dipnotetrapodomorpha', 'Tetrapoda', 'Amniota', 'Mammalia', 'Theria', 'Eutheria', 'Boreoeutheria', 'Laurasiatheria', 'Carnivora', 'Caniformia', 'Canidae', 'Vulpes', 'Vulpes vulpes']",Carnivora,Canidae
9634,9634,30.0,80.0,55.0,https://www.gbif.org/,48.28,https://a-z-animals.com/,62.37264163593255,48.28,Plantigrade,omnivore,['ID 000446974'],1,224.1,11.53231669749569,4.52463715625759,8.69677630205375,45.629216831643724,224.1,45.629216831643724,4.52463715625759,11.53231669749569,8.69677630205375,1,Helarctos malayanus,Malayan sun bear,"[1, 131567, 2759, 33154, 33208, 6072, 33213, 33511, 7711, 89593, 7742, 7776, 117570, 117571, 8287, 1338369, 32523, 32524, 40674, 32525, 9347, 1437010, 314145, 33554, 379584, 9632, 9633, 9634]","['root', 'cellular organisms', 'Eukaryota', 'Opisthokonta', 'Metazoa', 'Eumetazoa', 'Bilateria', 'Deuterostomia', 'Chordata', 'Craniata', 'Vertebrata', 'Gnathostomata', 'Teleostomi', 'Euteleostomi', 'Sarcopterygii', 'Dipnotetrapodomorpha', 'Tetrapoda', 'Amniota', 'Mammalia', 'Theria', 'Eutheria', 'Boreoeutheria', 'Laurasiatheria', 'Carnivora', 'Caniformia', 'Ursidae', 'Helarctos', 'Helarctos malayanus']",Carnivora,Ursidae
9636,9636,55.0,140.0,97.5,ADW,,,63.391366890773696,63.391366890773696,Plantigrade,omnivore,['ID 000446957'],1,229.9,17.732621514167526,8.355206711465728,12.138574821490055,50.49945843587929,229.9,50.49945843587929,8.355206711465728,17.732621514167526,12.138574821490055,1,Melursus ursinus,sloth bear,"[1, 131567, 2759, 33154, 33208, 6072, 33213, 33511, 7711, 89593, 7742, 7776, 117570, 117571, 8287, 1338369, 32523, 32524, 40674, 32525, 9347, 1437010, 314145, 33554, 379584, 9632, 9635, 9636]","['root', 'cellular organisms', 'Eukaryota', 'Opisthokonta', 'Metazoa', 'Eumetazoa', 'Bilateria', 'Deuterostomia', 'Chordata', 'Craniata', 'Vertebrata', 'Gnathostomata', 'Teleostomi', 'Euteleostomi', 'Sarcopterygii', 'Dipnotetrapodomorpha', 'Tetrapoda', 'Amniota', 'Mammalia', 'Theria', 'Eutheria', 'Boreoeutheria', 'Laurasiatheria', 'Carnivora', 'Caniformia', 'Ursidae', 'Melursus', 'Melursus ursinus']",Carnivora,Ursidae
9638,9638,20.0,120.0,70.0,Mammals Species,48.0,https://animalia.bio/,63.170173918676014,48.0,Plantigrade,omnivore,['ID 000446883'],1,209.4,10.839527388771355,3.347329129871734,8.351244227174835,39.627277353229545,209.4,39.627277353229545,3.347329129871734,10.839527388771355,8.351244227174835,1,Tremarctos ornatus,spectacled bear,"[1, 131567, 2759, 33154, 33208, 6072, 33213, 33511, 7711, 89593, 7742, 7776, 117570, 117571, 8287, 1338369, 32523, 32524, 40674, 32525, 9347, 1437010, 314145, 33554, 379584, 9632, 9637, 9638]","['root', 'cellular organisms', 'Eukaryota', 'Opisthokonta', 'Metazoa', 'Eumetazoa', 'Bilateria', 'Deuterostomia', 'Chordata', 'Craniata', 'Vertebrata', 'Gnathostomata', 'Teleostomi', 'Euteleostomi', 'Sarcopterygii', 'Dipnotetrapodomorpha', 'Tetrapoda', 'Amniota', 'Mammalia', 'Theria', 'Eutheria', 'Boreoeutheria', 'Laurasiatheria', 'Carnivora', 'Caniformia', 'Ursidae', 'Tremarctos', 'Tremarctos ornatus']",Carnivora,Ursidae
9644,9644,251.3,251.3,251.3,Iriarte-diaz_2002_differential scaling of locomotor performance in small and large mammals,47.97,Christansen_2002_Locomotion in terrestrial mammals,59.01620281059737,47.97,Plantigrade,carnivore,"['ID 000120221', 'ID 000120223', 'ID 000123500', 'ID 000427757']",4,345.925,22.504366551325642,11.137052609050329,16.05617057774531,79.92985225871237,409.5,90.70715540948203,13.056562574620392,26.921672188896185,18.3957620616945,1,Ursus arctos,brown bear,"[1, 131567, 2759, 33154, 33208, 6072, 33213, 33511, 7711, 89593, 7742, 7776, 117570, 117571, 8287, 1338369, 32523, 32524, 40674, 32525, 9347, 1437010, 314145, 33554, 379584, 9632, 9639, 9644]","['root', 'cellular organisms', 'Eukaryota', 'Opisthokonta', 'Metazoa', 'Eumetazoa', 'Bilateria', 'Deuterostomia', 'Chordata', 'Craniata', 'Vertebrata', 'Gnathostomata', 'Teleostomi', 'Euteleostomi', 'Sarcopterygii', 'Dipnotetrapodomorpha', 'Tetrapoda', 'Amniota', 'Mammalia', 'Theria', 'Eutheria', 'Boreoeutheria', 'Laurasiatheria', 'Carnivora', 'Caniformia', 'Ursidae', 'Ursus', 'Ursus arctos']",Carnivora,Ursidae
9654,9654,7.5,7.5,7.5,Christansen_2002_Locomotion in terrestrial mammals,24.0,Garland_1983_the relation between max running and mass,42.997700671352504,24.0,Plantigrade,omnivore,"['ID 000110218', 'ID 000110282']",2,91.64500000000001,6.83067484393326,3.485118902892639,4.88859384802662,17.04306845704094,92.04,16.846095773338124,3.3445033568161078,7.065153816725384,4.855135937615171,1,Procyon lotor,raccoon,"[1, 131567, 2759, 33154, 33208, 6072, 33213, 33511, 7711, 89593, 7742, 7776, 117570, 117571, 8287, 1338369, 32523, 32524, 40674, 32525, 9347, 1437010, 314145, 33554, 379584, 9647, 9653, 9654]","['root', 'cellular organisms', 'Eukaryota', 'Opisthokonta', 'Metazoa', 'Eumetazoa', 'Bilateria', 'Deuterostomia', 'Chordata', 'Craniata', 'Vertebrata', 'Gnathostomata', 'Teleostomi', 'Euteleostomi', 'Sarcopterygii', 'Dipnotetrapodomorpha', 'Tetrapoda', 'Amniota', 'Mammalia', 'Theria', 'Eutheria', 'Boreoeutheria', 'Laurasiatheria', 'Carnivora', 'Caniformia', 'Procyonidae', 'Procyon', 'Procyon lotor']",Carnivora,Procyonidae
9685,9685,4.1,5.4,4.75,ADW,48.0,Hirt_2017_a general scaling law,38.229932135624864,48.0,Digitigrade,carnivore,"['ID 000031869', 'ID 000382988', 'ID 000388304']",3,107.90000000000002,5.51062328153867,2.571108661997062,3.9860641648810358,14.205369449030457,115.4,15.314067659289062,2.7228647629229283,5.984243626426177,4.325712193760391,1,Felis catus,domestic cat,"[1, 131567, 2759, 33154, 33208, 6072, 33213, 33511, 7711, 89593, 7742, 7776, 117570, 117571, 8287, 1338369, 32523, 32524, 40674, 32525, 9347, 1437010, 314145, 33554, 379583, 9681, 338152, 9682, 9685]","['root', 'cellular organisms', 'Eukaryota', 'Opisthokonta', 'Metazoa', 'Eumetazoa', 'Bilateria', 'Deuterostomia', 'Chordata', 'Craniata', 'Vertebrata', 'Gnathostomata', 'Teleostomi', 'Euteleostomi', 'Sarcopterygii', 'Dipnotetrapodomorpha', 'Tetrapoda', 'Amniota', 'Mammalia', 'Theria', 'Eutheria', 'Boreoeutheria', 'Laurasiatheria', 'Carnivora', 'Feliformia', 'Felidae', 'Felinae', 'Felis', 'Felis catus']",Carnivora,Felidae
9689,9689,188.0,188.0,188.0,Mammals Species,54.95,Christansen_2002_Locomotion in terrestrial mammals,61.036209516757225,54.95,Digitigrade,carnivore,['ID 000031932'],1,307.8,20.478059402627313,9.882244537542297,15.41954407038004,60.82106600699128,307.8,60.82106600699128,9.882244537542297,20.478059402627313,15.41954407038004,1,Panthera leo,lion,"[1, 131567, 2759, 33154, 33208, 6072, 33213, 33511, 7711, 89593, 7742, 7776, 117570, 117571, 8287, 1338369, 32523, 32524, 40674, 32525, 9347, 1437010, 314145, 33554, 379583, 9681, 338153, 9688, 9689]","['root', 'cellular organisms', 'Eukaryota', 'Opisthokonta', 'Metazoa', 'Eumetazoa', 'Bilateria', 'Deuterostomia', 'Chordata', 'Craniata', 'Vertebrata', 'Gnathostomata', 'Teleostomi', 'Euteleostomi', 'Sarcopterygii', 'Dipnotetrapodomorpha', 'Tetrapoda', 'Amniota', 'Mammalia', 'Theria', 'Eutheria', 'Boreoeutheria', 'Laurasiatheria', 'Carnivora', 'Feliformia', 'Felidae', 'Pantherinae', 'Panthera', 'Panthera leo']",Carnivora,Felidae
9691,9691,52.4,52.4,52.4,Iriarte-diaz_2002_differential scaling of locomotor performance in small and large mammals,59.98,Christansen_2002_Locomotion in terrestrial mammals,62.1490565465018,59.98,Digitigrade,carnivore,"['ID 000119883', 'ID 000119885']",2,210.35000000000002,13.7444663989976,6.448810893865948,10.029997157714494,38.31738343133047,213.4,39.821109380187565,6.24394986941542,14.151685753173496,9.951896499046471,1,Panthera pardus,leopard,"[1, 131567, 2759, 33154, 33208, 6072, 33213, 33511, 7711, 89593, 7742, 7776, 117570, 117571, 8287, 1338369, 32523, 32524, 40674, 32525, 9347, 1437010, 314145, 33554, 379583, 9681, 338153, 9688, 9691]","['root', 'cellular organisms', 'Eukaryota', 'Opisthokonta', 'Metazoa', 'Eumetazoa', 'Bilateria', 'Deuterostomia', 'Chordata', 'Craniata', 'Vertebrata', 'Gnathostomata', 'Teleostomi', 'Euteleostomi', 'Sarcopterygii', 'Dipnotetrapodomorpha', 'Tetrapoda', 'Amniota', 'Mammalia', 'Theria', 'Eutheria', 'Boreoeutheria', 'Laurasiatheria', 'Carnivora', 'Feliformia', 'Felidae', 'Pantherinae', 'Panthera', 'Panthera pardus']",Carnivora,Felidae
9694,9694,100.0,258.0,179.0,Mammals Species,55.98,Christansen_2002_Locomotion in terrestrial mammals,61.32567092464164,55.98,Digitigrade,carnivore,['ID 000123256'],1,305.3,19.667708626344016,7.555649174871613,13.591513587252166,60.91732498429501,305.3,60.91732498429501,7.555649174871613,19.667708626344016,13.591513587252166,1,Panthera tigris,tiger,"[1, 131567, 2759, 33154, 33208, 6072, 33213, 33511, 7711, 89593, 7742, 7776, 117570, 117571, 8287, 1338369, 32523, 32524, 40674, 32525, 9347, 1437010, 314145, 33554, 379583, 9681, 338153, 9688, 9694]","['root', 'cellular organisms', 'Eukaryota', 'Opisthokonta', 'Metazoa', 'Eumetazoa', 'Bilateria', 'Deuterostomia', 'Chordata', 'Craniata', 'Vertebrata', 'Gnathostomata', 'Teleostomi', 'Euteleostomi', 'Sarcopterygii', 'Dipnotetrapodomorpha', 'Tetrapoda', 'Amniota', 'Mammalia', 'Theria', 'Eutheria', 'Boreoeutheria', 'Laurasiatheria', 'Carnivora', 'Feliformia', 'Felidae', 'Pantherinae', 'Panthera', 'Panthera tigris']",Carnivora,Felidae
9696,9696,35.0,65.0,50.0,Mammals Species,48.28,https://a-z-animals.com/,61.91294391686386,48.28,Digitigrade,carnivore,"['ID 000031935', 'ID 000104608']",2,238.55,14.26512956666319,5.81090442466421,10.196686265202178,39.5156247586515,239.3,41.740341853047845,5.7924989534031495,14.711517995317664,10.396330326194956,1,Puma concolor,puma,"[1, 131567, 2759, 33154, 33208, 6072, 33213, 33511, 7711, 89593, 7742, 7776, 117570, 117571, 8287, 1338369, 32523, 32524, 40674, 32525, 9347, 1437010, 314145, 33554, 379583, 9681, 338152, 146712, 9696]","['root', 'cellular organisms', 'Eukaryota', 'Opisthokonta', 'Metazoa', 'Eumetazoa', 'Bilateria', 'Deuterostomia', 'Chordata', 'Craniata', 'Vertebrata', 'Gnathostomata', 'Teleostomi', 'Euteleostomi', 'Sarcopterygii', 'Dipnotetrapodomorpha', 'Tetrapoda', 'Amniota', 'Mammalia', 'Theria', 'Eutheria', 'Boreoeutheria', 'Laurasiatheria', 'Carnivora', 'Feliformia', 'Felidae', 'Felinae', 'Puma', 'Puma concolor']",Carnivora,Felidae
9783,9783,2000.0,6000.0,4000.0,ADW,26.0,Garland_1982_the relation between max running and mass,31.025779981954553,26.0,Ungulates,herbivore,"['ID 000168766', 'ID 000168768']",2,797.45,66.93549025246494,36.769724458388936,49.27593046614999,164.93491401293358,797.9,169.14015327487363,37.86803086295799,71.12002246926457,50.924393411684335,1,Elephas maximus,Asiatic elephant,"[1, 131567, 2759, 33154, 33208, 6072, 33213, 33511, 7711, 89593, 7742, 7776, 117570, 117571, 8287, 1338369, 32523, 32524, 40674, 32525, 9347, 311790, 9779, 9780, 9782, 9783]","['root', 'cellular organisms', 'Eukaryota', 'Opisthokonta', 'Metazoa', 'Eumetazoa', 'Bilateria', 'Deuterostomia', 'Chordata', 'Craniata', 'Vertebrata', 'Gnathostomata', 'Teleostomi', 'Euteleostomi', 'Sarcopterygii', 'Dipnotetrapodomorpha', 'Tetrapoda', 'Amniota', 'Mammalia', 'Theria', 'Eutheria', 'Afrotheria', 'Proboscidea', 'Elephantidae', 'Elephas', 'Elephas maximus']",Proboscidea,Elephantidae
9791,9791,300.0,300.0,300.0,Garland_1982_the relation between max running and mass,64.0,Garland_1982_the relation between max running and mass,57.558679045658074,64.0,Ungulates,herbivore,['ID 000121651'],1,251.8,24.709978830835848,15.03757876768642,19.56416215123265,70.64992051082393,251.8,70.64992051082393,15.03757876768642,24.709978830835848,19.56416215123265,2,Equus zebra,mountain zebra,"[1, 131567, 2759, 33154, 33208, 6072, 33213, 33511, 7711, 89593, 7742, 7776, 117570, 117571, 8287, 1338369, 32523, 32524, 40674, 32525, 9347, 1437010, 314145, 9787, 9788, 9789, 9791]","['root', 'cellular organisms', 'Eukaryota', 'Opisthokonta', 'Metazoa', 'Eumetazoa', 'Bilateria', 'Deuterostomia', 'Chordata', 'Craniata', 'Vertebrata', 'Gnathostomata', 'Teleostomi', 'Euteleostomi', 'Sarcopterygii', 'Dipnotetrapodomorpha', 'Tetrapoda', 'Amniota', 'Mammalia', 'Theria', 'Eutheria', 'Boreoeutheria', 'Laurasiatheria', 'Perissodactyla', 'Equidae', 'Equus', 'Equus zebra']",Perissodactyla,Equidae
9793,9793,165.0,165.0,165.0,AnAge: https://genomics.senescence.info/species/index.html,54.95,Christansen_2002_Locomotion in terrestrial mammals,61.76955174624339,54.95,Ungulates,herbivore,['ID 000105453'],1,303.6,29.32625252552934,18.36545158011052,22.703380535529508,76.62387152428633,303.6,76.62387152428633,18.36545158011052,29.32625252552934,22.703380535529508,2,Equus asinus,ass,"[1, 131567, 2759, 33154, 33208, 6072, 33213, 33511, 7711, 89593, 7742, 7776, 117570, 117571, 8287, 1338369, 32523, 32524, 40674, 32525, 9347, 1437010, 314145, 9787, 9788, 9789, 9793]","['root', 'cellular organisms', 'Eukaryota', 'Opisthokonta', 'Metazoa', 'Eumetazoa', 'Bilateria', 'Deuterostomia', 'Chordata', 'Craniata', 'Vertebrata', 'Gnathostomata', 'Teleostomi', 'Euteleostomi', 'Sarcopterygii', 'Dipnotetrapodomorpha', 'Tetrapoda', 'Amniota', 'Mammalia', 'Theria', 'Eutheria', 'Boreoeutheria', 'Laurasiatheria', 'Perissodactyla', 'Equidae', 'Equus', 'Equus asinus']",Perissodactyla,Equidae
9796,9796,529.66,529.66,529.66,Christansen_2002_Locomotion in terrestrial mammals,63.97,Christansen_2002_Locomotion in terrestrial mammals,52.07738473605057,63.97,Ungulates,herbivore,['ID 000122806'],1,310.2,35.05954230958083,21.27848528141156,26.15756299346762,80.77293155210131,310.2,80.77293155210131,21.27848528141156,35.05954230958083,26.15756299346762,2,Equus caballus,horse,"[1, 131567, 2759, 33154, 33208, 6072, 33213, 33511, 7711, 89593, 7742, 7776, 117570, 117571, 8287, 1338369, 32523, 32524, 40674, 32525, 9347, 1437010, 314145, 9787, 9788, 9789, 9796]","['root', 'cellular organisms', 'Eukaryota', 'Opisthokonta', 'Metazoa', 'Eumetazoa', 'Bilateria', 'Deuterostomia', 'Chordata', 'Craniata', 'Vertebrata', 'Gnathostomata', 'Teleostomi', 'Euteleostomi', 'Sarcopterygii', 'Dipnotetrapodomorpha', 'Tetrapoda', 'Amniota', 'Mammalia', 'Theria', 'Eutheria', 'Boreoeutheria', 'Laurasiatheria', 'Perissodactyla', 'Equidae', 'Equus', 'Equus caballus']",Perissodactyla,Equidae
9802,9802,317.0,317.0,317.0,Christiansen_2002_Mass allometry of the appendicular skeleton in terrestrial mammals,48.28,https://a-z-animals.com/,57.07578342154219,48.28,Ungulates,herbivore,['ID 000423619'],1,279.2,28.171535028830508,16.32465607639623,21.645289938416532,66.11637022667273,279.2,66.11637022667273,16.32465607639623,28.171535028830508,21.645289938416532,2,Tapirus indicus,Asiatic tapir,"[1, 131567, 2759, 33154, 33208, 6072, 33213, 33511, 7711, 89593, 7742, 7776, 117570, 117571, 8287, 1338369, 32523, 32524, 40674, 32525, 9347, 1437010, 314145, 9787, 9799, 9800, 9802]","['root', 'cellular organisms', 'Eukaryota', 'Opisthokonta', 'Metazoa', 'Eumetazoa', 'Bilateria', 'Deuterostomia', 'Chordata', 'Craniata', 'Vertebrata', 'Gnathostomata', 'Teleostomi', 'Euteleostomi', 'Sarcopterygii', 'Dipnotetrapodomorpha', 'Tetrapoda', 'Amniota', 'Mammalia', 'Theria', 'Eutheria', 'Boreoeutheria', 'Laurasiatheria', 'Perissodactyla', 'Tapiridae', 'Tapirus', 'Tapirus indicus']",Perissodactyla,Tapiridae
9805,9805,1400.0,1400.0,1400.0,Garland_1982_the relation between max running and mass,45.0,Iriarte-diaz_2002_differential scaling of locomotor performance in small and large mammals,41.5790559201501,45.0,Ungulates,herbivore,"['ID 000364937', 'ID 000365776', 'ID 000367251', 'ID 000367352', 'ID 000421099', 'ID 000421149', 'ID 000421224', 'ID 000421251']",8,381.47499999999997,44.95384807858432,19.97490481392622,31.35015896312436,101.72869387022388,409.0,114.92050827838281,20.509740617519125,46.817917323652324,32.428715350244104,1,Diceros bicornis,black rhinoceros,"[1, 131567, 2759, 33154, 33208, 6072, 33213, 33511, 7711, 89593, 7742, 7776, 117570, 117571, 8287, 1338369, 32523, 32524, 40674, 32525, 9347, 1437010, 314145, 9787, 9803, 9804, 9805]","['root', 'cellular organisms', 'Eukaryota', 'Opisthokonta', 'Metazoa', 'Eumetazoa', 'Bilateria', 'Deuterostomia', 'Chordata', 'Craniata', 'Vertebrata', 'Gnathostomata', 'Teleostomi', 'Euteleostomi', 'Sarcopterygii', 'Dipnotetrapodomorpha', 'Tetrapoda', 'Amniota', 'Mammalia', 'Theria', 'Eutheria', 'Boreoeutheria', 'Laurasiatheria', 'Perissodactyla', 'Rhinocerotidae', 'Diceros', 'Diceros bicornis']",Perissodactyla,Rhinocerotidae
9807,9807,1000.0,3600.0,2300.0,ADW,39.99,Christansen_2002_Locomotion in terrestrial mammals,36.378953068794225,39.99,Ungulates,herbivore,['ID 000365666'],1,407.3,49.23757599228191,22.535591741863268,33.870487233581244,120.48361667180457,407.3,120.48361667180457,22.535591741863268,49.23757599228191,33.870487233581244,1,Ceratotherium simum,white rhinoceros,"[1, 131567, 2759, 33154, 33208, 6072, 33213, 33511, 7711, 89593, 7742, 7776, 117570, 117571, 8287, 1338369, 32523, 32524, 40674, 32525, 9347, 1437010, 314145, 9787, 9803, 9806, 9807]","['root', 'cellular organisms', 'Eukaryota', 'Opisthokonta', 'Metazoa', 'Eumetazoa', 'Bilateria', 'Deuterostomia', 'Chordata', 'Craniata', 'Vertebrata', 'Gnathostomata', 'Teleostomi', 'Euteleostomi', 'Sarcopterygii', 'Dipnotetrapodomorpha', 'Tetrapoda', 'Amniota', 'Mammalia', 'Theria', 'Eutheria', 'Boreoeutheria', 'Laurasiatheria', 'Perissodactyla', 'Rhinocerotidae', 'Ceratotherium', 'Ceratotherium simum']",Perissodactyla,Rhinocerotidae
9809,9809,1599.0,2132.0,1865.5,Mammals Species,48.28,https://a-z-animals.com/,38.5344838817315,48.28,Ungulates,herbivore,"['ID 000365950', 'ID 000365984', 'ID 000366038', 'ID 000366056', 'ID 000421571', 'ID 000421597']",6,452.25,51.011511452550955,22.92524453354154,36.76923210068294,111.34762351951376,475.79999999999995,114.10886934498502,22.52872962175717,52.47475997262433,38.335116148380195,1,Rhinoceros unicornis,greater Indian rhinoceros,"[1, 131567, 2759, 33154, 33208, 6072, 33213, 33511, 7711, 89593, 7742, 7776, 117570, 117571, 8287, 1338369, 32523, 32524, 40674, 32525, 9347, 1437010, 314145, 9787, 9803, 9808, 9809]","['root', 'cellular organisms', 'Eukaryota', 'Opisthokonta', 'Metazoa', 'Eumetazoa', 'Bilateria', 'Deuterostomia', 'Chordata', 'Craniata', 'Vertebrata', 'Gnathostomata', 'Teleostomi', 'Euteleostomi', 'Sarcopterygii', 'Dipnotetrapodomorpha', 'Tetrapoda', 'Amniota', 'Mammalia', 'Theria', 'Eutheria', 'Boreoeutheria', 'Laurasiatheria', 'Perissodactyla', 'Rhinocerotidae', 'Rhinoceros', 'Rhinoceros unicornis']",Perissodactyla,Rhinocerotidae
9818,9818,40.0,82.0,61.0,ADW,40.23,https://a-z-animals.com/,62.78016677670691,40.23,Digitigrade,carnivore,['ID 000446927'],1,154.4,11.001476361254749,5.148218885782211,8.365241477363485,35.44389492298494,154.4,35.44389492298494,5.148218885782211,11.001476361254749,8.365241477363485,1,Orycteropus afer,aardvark,"[1, 131567, 2759, 33154, 33208, 6072, 33213, 33511, 7711, 89593, 7742, 7776, 117570, 117571, 8287, 1338369, 32523, 32524, 40674, 32525, 9347, 311790, 9815, 9816, 9817, 9818]","['root', 'cellular organisms', 'Eukaryota', 'Opisthokonta', 'Metazoa', 'Eumetazoa', 'Bilateria', 'Deuterostomia', 'Chordata', 'Craniata', 'Vertebrata', 'Gnathostomata', 'Teleostomi', 'Euteleostomi', 'Sarcopterygii', 'Dipnotetrapodomorpha', 'Tetrapoda', 'Amniota', 'Mammalia', 'Theria', 'Eutheria', 'Afrotheria', 'Tubulidentata', 'Orycteropodidae', 'Orycteropus', 'Orycteropus afer']",Tubulidentata,Orycteropodidae
